Duration_180000
0,5
6400,5
6420,5
6440,5
6460,5
6480,5
6500,5
6520,5
6540,5
6560,5
6580,5
6600,5
6620,5
6640,5
6660,5
6680,5
6700,5
6720,5
6740,5
6760,5
6780,5
6800,5
6820,5
6840,5
6860,5
6880,5
6900,5
6920,5
6940,5
6960,5
6980,5
7000,5
7020,5
10160,6
10180,8
10200,9
1760,10
1780,10
2400,10
2420,10
2880,10
2900,10
2920,10
2940,10
3520,10
3540,10
3560,10
3580,10
5600,10
5620,10
6240,10
6260,10
8160,10
8180,10
8800,10
8820,10
2960,11
2980,11
3000,11
3020,11
3600,11
3620,11
3640,11
3660,11
9440,11
9460,11
10080,11
10220,11
1800,12
1820,12
2440,12
2460,12
2860,12
3040,12
3060,12
3080,12
3100,12
3120,12
3140,12
3160,12
3180,12
3500,12
3680,12
3700,12
3720,12
3740,12
3760,12
3780,12
3800,12
3820,12
4960,12
4980,12
5000,12
5020,12
5040,12
5100,12
5640,12
5660,12
6280,12
6300,12
8200,12
8220,12
8840,12
8860,12
1280,13
1300,13
1440,13
1460,13
1600,13
1620,13
1840,13
1920,13
1940,13
2080,13
2100,13
2240,13
2260,13
2720,13
2740,13
2760,13
2780,13
2800,13
2820,13
2840,13
3360,13
3380,13
3400,13
3420,13
3440,13
3460,13
3480,13
3840,13
3860,13
3880,13
3900,13
4160,13
4180,13
4200,13
4220,13
4480,13
4500,13
4520,13
4540,13
4800,13
4820,13
4840,13
4860,13
4880,13
4900,13
4920,13
4940,13
5120,13
5140,13
5280,13
5300,13
5440,13
5460,13
5680,13
5760,13
5780,13
5920,13
5940,13
6080,13
6100,13
7680,13
7700,13
7840,13
7860,13
8000,13
8020,13
8240,13
8320,13
8340,13
8480,13
8500,13
8640,13
8660,13
8870,13
9480,13
9500,13
10120,13
1860,14
5060,14
5700,14
8260,14
8900,14
8960,14
8980,14
9120,14
9140,14
9280,14
9300,14
9520,14
9600,14
9620,14
9760,14
9780,14
9920,14
9940,14
10240,14
10260,14
10280,14
10300,14
10560,14
10580,14
10600,14
10620,14
10880,14
10900,14
10920,14
10940,14
11200,14
11220,14
11240,14
11260,14
1320,15
1340,15
1420,15
1480,15
1500,15
1640,15
1660,15
1740,15
1880,15
1900,15
1960,15
1980,15
2060,15
